query	no	title	link	description	total_text
경주여행	219	1박2일  경주여행  맛집.추천장소~♡	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90107&docId=464312689&qb=6rK97KO87Jes7ZaJ&enc=utf8	대학생 남자2명 엄마1명 1박2일 야무지게 여행가려구요 짧지만 강렬하게 기억될 장소나 맛집추천 부탁드립니당 현지인추천 다녀오시분들 추천 적극바랍니다 20년만에 경주여행 계획이라서 기대 	1박2일  경주여행  맛집.추천장소~♡ 대학생 남자2명 엄마1명 1박2일 야무지게 여행가려구요 짧지만 강렬하게 기억될 장소나 맛집추천 부탁드립니당 현지인추천 다녀오시분들 추천 적극바랍니다 20년만에 경주여행 계획이라서 기대 
경주여행	220	 경주여행 을 하려구하는데 도움좀여~!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=149271213&qb=6rK97KO87Jes7ZaJ&enc=utf8	1박2일로 경주여행 을 하려해요 수학여행을 경주로 가보지 경주여행 일정과 형편에 맞게 아래코스에서 054 743 6001 아래사이트에서 경주여행 후기 몇편만 읽어보면 많은 도움이 될것입니다 좋은 경주여행 다녀 	 경주여행 을 하려구하는데 도움좀여~! 1박2일로 경주여행 을 하려해요 수학여행을 경주로 가보지 경주여행 일정과 형편에 맞게 아래코스에서 054 743 6001 아래사이트에서 경주여행 후기 몇편만 읽어보면 많은 도움이 될것입니다 좋은 경주여행 다녀 
경주여행	221	 경주여행 과 스쿠터대여	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=73871121&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 을 혼자하려고하는데 막막하네요 맨날 버스 타기도 귀찬코 짐도 출처 경주여행 과 스쿠터 대여 네이버 지식iN 경주여행 경주는 수많은 경주여행 은 최소한 2박3일의 일정이어야합니다 동해바다까지 갈려면 	 경주여행 과 스쿠터대여  경주여행 을 혼자하려고하는데 막막하네요 맨날 버스 타기도 귀찬코 짐도 출처 경주여행 과 스쿠터 대여 네이버 지식iN 경주여행 경주는 수많은 경주여행 은 최소한 2박3일의 일정이어야합니다 동해바다까지 갈려면 
경주여행	222	 경주여행 코스 주변의 숙박할만한 곳 알려주세요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90108&docId=111134879&qb=6rK97KO87Jes7ZaJ&enc=utf8	 다던 경주여행 을 1박2일에 다녀 올 참이거든요 앞서 보셨듯이 경주여행 코스 주변에 숙박할만한 곳 경주 택시비와 경주시외버스 터미널부터 목적지 경주여행 코 29 30일 경주여행 여자셋이 다녀온 사람입니다 1 불국사가 	 경주여행 코스 주변의 숙박할만한 곳 알려주세요  다던 경주여행 을 1박2일에 다녀 올 참이거든요 앞서 보셨듯이 경주여행 코스 주변에 숙박할만한 곳 경주 택시비와 경주시외버스 터미널부터 목적지 경주여행 코 29 30일 경주여행 여자셋이 다녀온 사람입니다 1 불국사가 
경주여행	223	 경주여행  저녁에 숙소에서 먹을거	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=414458080&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 저녁에 숙소에서 먹을거 	 경주여행  저녁에 숙소에서 먹을거  경주여행 저녁에 숙소에서 먹을거 
경주여행	224	2박3일로  경주여행  추천좀!!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90105&docId=157912051&qb=6rK97KO87Jes7ZaJ&enc=utf8	2박3일로 신랑과 경주여행 을 갈려고 하는데 날짜는 다가오는데 아직 정해진게 아무것도 없어요 괜찮은 곳으로 우선 경주여행 을 생각하고 계신다면 경주여행 의 지도가 필요하겠죠 경주시청 홈페이지 가시면 경주여행 에 필요한 	2박3일로  경주여행  추천좀!! 2박3일로 신랑과 경주여행 을 갈려고 하는데 날짜는 다가오는데 아직 정해진게 아무것도 없어요 괜찮은 곳으로 우선 경주여행 을 생각하고 계신다면 경주여행 의 지도가 필요하겠죠 경주시청 홈페이지 가시면 경주여행 에 필요한 
경주여행	225	2박3일  경주 여행 	https://kin.naver.com/qna/detail.naver?d1id=13&dirId=1306&docId=155064766&qb=6rK97KO87Jes7ZaJ&enc=utf8	제가 2박3일 경주여행 을 가요 출발지는 부산이고 어른 1 어린이 2명 12살 7살 이 가요 가볼만한 곳 좀 신라역사과학관 불국사 석굴암 감은사지동서삼층석탑 문무대왕릉 경주여행 2박 3일 일정이구요 당일 이동 경로를 최소화 해서 	2박3일  경주 여행  제가 2박3일 경주여행 을 가요 출발지는 부산이고 어른 1 어린이 2명 12살 7살 이 가요 가볼만한 곳 좀 신라역사과학관 불국사 석굴암 감은사지동서삼층석탑 문무대왕릉 경주여행 2박 3일 일정이구요 당일 이동 경로를 최소화 해서 
경주여행	226	 경주여행 ㅎ	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=369224341&qb=6rK97KO87Jes7ZaJ&enc=utf8	친구랑 둘이서 우정여행으로 경주여행 갈건데요 10대 입니다 돈을 얼마나 들까요 돈이랑 갈곳 정해야하는데 보통 얼마쯤 드나요 1인당이요 버스를 타고 갈 지 기차를 타고 갈 지 도보로 이동할 지 자전거로 이동할 지 버스로 이동할 지 	 경주여행 ㅎ 친구랑 둘이서 우정여행으로 경주여행 갈건데요 10대 입니다 돈을 얼마나 들까요 돈이랑 갈곳 정해야하는데 보통 얼마쯤 드나요 1인당이요 버스를 타고 갈 지 기차를 타고 갈 지 도보로 이동할 지 자전거로 이동할 지 버스로 이동할 지 
경주여행	227	 경주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=408576942&qb=6rK97KO87Jes7ZaJ&enc=utf8	안녕하세요 저서울 사는 중학생인데 내일 경주여행 가요 애들하고만용 그 첫날은 경주월드 개장시간 폐장시간까지 놀거고요 둘쨋날 원래 계획 다 세워놧었는데 폰 버꾸면서 그 파일이 날라갔습니다 	 경주 여행  안녕하세요 저서울 사는 중학생인데 내일 경주여행 가요 애들하고만용 그 첫날은 경주월드 개장시간 폐장시간까지 놀거고요 둘쨋날 원래 계획 다 세워놧었는데 폰 버꾸면서 그 파일이 날라갔습니다 
경주여행	228	4월  경주여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=415431515&qb=6rK97KO87Jes7ZaJ&enc=utf8	4월첫째주 혹은 둘째주 주말에 경주여행 계획하고 있는데 사람들 많을까요 렌트를 할지말지 고민하고 있어 질문합니다 사람 엄청 많을겁니다 나 같으면 택시 타겠네요 	4월  경주여행  4월첫째주 혹은 둘째주 주말에 경주여행 계획하고 있는데 사람들 많을까요 렌트를 할지말지 고민하고 있어 질문합니다 사람 엄청 많을겁니다 나 같으면 택시 타겠네요 
경주여행	229	2박3일 일정으로  경주 여행 을 할려고 하는데......	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=20016515&qb=6rK97KO87Jes7ZaJ&enc=utf8	2박3일 일정으로 경주 여행 을 갈려고 하는데 8월13일 부터 8월15일 까지 13일 경주여행 에대한 추가적인 정보는 경주시 홈페이지 문화예술관광 또는 경주 바다여행과 고적답사 천년고도 경주여행 으로 초대합니다 	2박3일 일정으로  경주 여행 을 할려고 하는데...... 2박3일 일정으로 경주 여행 을 갈려고 하는데 8월13일 부터 8월15일 까지 13일 경주여행 에대한 추가적인 정보는 경주시 홈페이지 문화예술관광 또는 경주 바다여행과 고적답사 천년고도 경주여행 으로 초대합니다 
경주여행	230	나홀로 경주여행  당일치기	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90109&docId=117670834&qb=6rK97KO87Jes7ZaJ&enc=utf8	 근데그전에 혼자 경주여행 이라도가서 사진도찎고 전 저혼자서 경주여행 을 당일치기로가고싶습니다 승용차 이런거없고 http domestic modetour com event event 09 0717 dome mode aspx Mloc 070112 즐거운 나만의 경주여행 이 되시길 	나홀로 경주여행  당일치기  근데그전에 혼자 경주여행 이라도가서 사진도찎고 전 저혼자서 경주여행 을 당일치기로가고싶습니다 승용차 이런거없고 http domestic modetour com event event 09 0717 dome mode aspx Mloc 070112 즐거운 나만의 경주여행 이 되시길 
경주여행	231	 경주 여행  코스 문의드립니다.	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=133407695&qb=6rK97KO87Jes7ZaJ&enc=utf8	모처럼 시간의 여유가 생겨서 혼자 경주 여행 을 하려 합니다 사는 곳은 인천이구요 담주 화요일이나 수요일에 혼자서 경주여행 이라 여자분인가요 남자분인가요 일단 경주에 도착하시면 터미널이든 경주역이든지 아님 KTX는 	 경주 여행  코스 문의드립니다. 모처럼 시간의 여유가 생겨서 혼자 경주 여행 을 하려 합니다 사는 곳은 인천이구요 담주 화요일이나 수요일에 혼자서 경주여행 이라 여자분인가요 남자분인가요 일단 경주에 도착하시면 터미널이든 경주역이든지 아님 KTX는 
경주여행	232	아이들과 1박2일 경주여행  코스부탁요~~	https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110202&docId=110541949&qb=6rK97KO87Jes7ZaJ&enc=utf8	6월5일 아홉살 네살 아이들 데리고1박2일로 경주여행 갈 예정이예요 숙소는 현대호텔이구요 짧은 시간이라 어떻게 많은 조언 부탁드려요 경주여행 오시는걸 환영합니다 숙소가 현대호텔 이시면 숙소로 바로 가시지 마시고 	아이들과 1박2일 경주여행  코스부탁요~~ 6월5일 아홉살 네살 아이들 데리고1박2일로 경주여행 갈 예정이예요 숙소는 현대호텔이구요 짧은 시간이라 어떻게 많은 조언 부탁드려요 경주여행 오시는걸 환영합니다 숙소가 현대호텔 이시면 숙소로 바로 가시지 마시고 
경주여행	233	5월초 아이들과  경주여행 가는데요.펜션	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=348793962&qb=6rK97KO87Jes7ZaJ&enc=utf8	5월초 아이들과 경주여행 가는데요 펜션은 예약했는데 가족들과 경주에 가볼만한곳좀 알고 싶어요 경주여행 은 오랜만에 가는거라 정보가 없어서 막막하네요 경주에 유적지는 밤에 안압지야경보거 가려고 하구요낮에 	5월초 아이들과  경주여행 가는데요.펜션 5월초 아이들과 경주여행 가는데요 펜션은 예약했는데 가족들과 경주에 가볼만한곳좀 알고 싶어요 경주여행 은 오랜만에 가는거라 정보가 없어서 막막하네요 경주에 유적지는 밤에 안압지야경보거 가려고 하구요낮에 
경주여행	234	 경주 여행  렌트 or 택시 뭐가 나을까요?	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=369572803&qb=6rK97KO87Jes7ZaJ&enc=utf8	여자친구와 경주 여행 일정을 잡았는데 일단 첫날 숙소는 시청근처 모텔이고 둘째날은 힐튼호텔을 잡았습니다 카페라고 오시면 여러가지 경주 여행 정보및 경주 사람들이 모여있는 카페니 오셔서 물어보시면 더좋으실것같아요 그럼이만	 경주 여행  렌트 or 택시 뭐가 나을까요? 여자친구와 경주 여행 일정을 잡았는데 일단 첫날 숙소는 시청근처 모텔이고 둘째날은 힐튼호텔을 잡았습니다 카페라고 오시면 여러가지 경주 여행 정보및 경주 사람들이 모여있는 카페니 오셔서 물어보시면 더좋으실것같아요 그럼이만
경주여행	235	 경주여행  코스좀 짜주세요!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=154158293&qb=6rK97KO87Jes7ZaJ&enc=utf8	2주후에 혼자 경주여행 갈예정입니다 첫날은 게스트하우스 가서 짐풀고 경주여행 유적지 답사는 크게 보면 시내권과 불국사권 입니다 시내권은 포항 호미곳까지 동해바다를 끼고 달려보세요 즐거운 추억의 경주여행 하시길 	 경주여행  코스좀 짜주세요! 2주후에 혼자 경주여행 갈예정입니다 첫날은 게스트하우스 가서 짐풀고 경주여행 유적지 답사는 크게 보면 시내권과 불국사권 입니다 시내권은 포항 호미곳까지 동해바다를 끼고 달려보세요 즐거운 추억의 경주여행 하시길 
경주여행	236	2박3일  경주 여행  코스.. 차는 경주에서 렌트..	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=253732521&qb=6rK97KO87Jes7ZaJ&enc=utf8	안녕하세요 여름에 2박 3일 경주 여행 을 가려고하는데 코스 2박3일 경주여행 코스 정말 알차게 보내시길 바랄께요 경주여행 코스는 크게 경주시내 관광지와 보문관광지 끝으로 2박3일 동안 경주여행 코스를 둘러보려면 대중교통이 	2박3일  경주 여행  코스.. 차는 경주에서 렌트.. 안녕하세요 여름에 2박 3일 경주 여행 을 가려고하는데 코스 2박3일 경주여행 코스 정말 알차게 보내시길 바랄께요 경주여행 코스는 크게 경주시내 관광지와 보문관광지 끝으로 2박3일 동안 경주여행 코스를 둘러보려면 대중교통이 
경주여행	237	내년초에 친구들과  경주여행  가는데 괜찮을까요??	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=460101489&qb=6rK97KO87Jes7ZaJ&enc=utf8	 내년초에 친구들과 경주여행 을 갈려고 계획중이신가요 음 아무래도 서울에서 출발 하더라도 친구들과 함께 여행을 가는거라면 자차가 있으면 자차로 가시는데 추억도 더 많이 쌓이고 	내년초에 친구들과  경주여행  가는데 괜찮을까요??  내년초에 친구들과 경주여행 을 갈려고 계획중이신가요 음 아무래도 서울에서 출발 하더라도 친구들과 함께 여행을 가는거라면 자차가 있으면 자차로 가시는데 추억도 더 많이 쌓이고 
경주여행	238	안녕하세요!다음주 월요일날  경주여행 가	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=301387487&qb=6rK97KO87Jes7ZaJ&enc=utf8	안녕하세요 다음주 월요일날 경주여행 가서 불국사 겹벚꽃보러 안녕하세요 다음주 경주 여행 을 계획하시는군요 아쉽지만 벚꽃은 다 가족들과 경주 여행 시 한 번쯤 들리면 좋은 곳이다 3 보문호반길 위치 	안녕하세요!다음주 월요일날  경주여행 가 안녕하세요 다음주 월요일날 경주여행 가서 불국사 겹벚꽃보러 안녕하세요 다음주 경주 여행 을 계획하시는군요 아쉽지만 벚꽃은 다 가족들과 경주 여행 시 한 번쯤 들리면 좋은 곳이다 3 보문호반길 위치 
경주여행	239	 경주여행 을 가려합니다	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=74414544&qb=6rK97KO87Jes7ZaJ&enc=utf8	혼자 경주여행 을 가려합니다 경주여행 시 빼놓지 말고 구경해야할 명소추천해주세요 그리고 경주터미널에서 불국사랑 첨성대에 관해 자세히 설명되어서 좋은 것 같아요 제가 아는 것 까지 답변했어요 그럼 경주여행 잘 다녀오시길 	 경주여행 을 가려합니다 혼자 경주여행 을 가려합니다 경주여행 시 빼놓지 말고 구경해야할 명소추천해주세요 그리고 경주터미널에서 불국사랑 첨성대에 관해 자세히 설명되어서 좋은 것 같아요 제가 아는 것 까지 답변했어요 그럼 경주여행 잘 다녀오시길 
경주여행	240	 경주 여행  질문	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90105&docId=406384829&qb=6rK97KO87Jes7ZaJ&enc=utf8	친구랑 1박2일 경주여행 을 가려고 하는데 어느 순으로 가야 할지 알려주세요 첨성대 불국사 석굴암 동궁과 월지 야경보러 가고 싶어요 첫째날에는 불국사 갔다가 석굴암가고 두번째 날에 첨성대 보고 	 경주 여행  질문 친구랑 1박2일 경주여행 을 가려고 하는데 어느 순으로 가야 할지 알려주세요 첨성대 불국사 석굴암 동궁과 월지 야경보러 가고 싶어요 첫째날에는 불국사 갔다가 석굴암가고 두번째 날에 첨성대 보고 
경주여행	241	12월 2박3일 일정  경주여행  코스 알려주세요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=141098723&qb=6rK97KO87Jes7ZaJ&enc=utf8	 오랜만의 경주여행 기대됩니다 경주여행 일정과 형편에 맞게 아래코스에서 조절하면 됩니다 시내버스투어 054 743 6001 아래사이트에서 경주여행 후기 몇편만 읽어보면 많은 도움이 될것입니다 좋은 경주여행 다녀 	12월 2박3일 일정  경주여행  코스 알려주세요  오랜만의 경주여행 기대됩니다 경주여행 일정과 형편에 맞게 아래코스에서 조절하면 됩니다 시내버스투어 054 743 6001 아래사이트에서 경주여행 후기 몇편만 읽어보면 많은 도움이 될것입니다 좋은 경주여행 다녀 
경주여행	242	 경주 여행 코스 부탁드립니다	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=168000398&qb=6rK97KO87Jes7ZaJ&enc=utf8	이번주말 2박3일 경주여행 을 떠납니다 쿠팡으로 콩코드호텔 패키지를 살고있고 경주여행 은 처음이라 어디서부터 어떻게 여행을해야할지 알찬여행할수있도록 경주여행 코스좀 부탁드려요 경주여행 정보가 나와 있는 	 경주 여행 코스 부탁드립니다 이번주말 2박3일 경주여행 을 떠납니다 쿠팡으로 콩코드호텔 패키지를 살고있고 경주여행 은 처음이라 어디서부터 어떻게 여행을해야할지 알찬여행할수있도록 경주여행 코스좀 부탁드려요 경주여행 정보가 나와 있는 
경주여행	243	 경주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=425235362&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 가서 야경을 보려는데 동궁과월지랑 월정교랑 다른 거죠 두 개가 비슷하게 생겼는데 어디가 더 유명한가욥 동궁과월지 공사는 혹시 끝났나여 아래 지도에서 보이듯이 동궁과 월지 A 는 	 경주 여행   경주여행 가서 야경을 보려는데 동궁과월지랑 월정교랑 다른 거죠 두 개가 비슷하게 생겼는데 어디가 더 유명한가욥 동궁과월지 공사는 혹시 끝났나여 아래 지도에서 보이듯이 동궁과 월지 A 는 
경주여행	244	남자 5명이서  경주여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=146400345&qb=6rK97KO87Jes7ZaJ&enc=utf8	대학생 남자5명이서 할것도없고해서 경주여행 을 갈려고하는데요 20대 청년들이 경주여행 은 무리수인가요 주변에 놀거리 or 술집 과 재밌게 밥까지 볶아먹으면 아주 그냥 죽여줘요 즐거운 경주여행 되세요 	남자 5명이서  경주여행  대학생 남자5명이서 할것도없고해서 경주여행 을 갈려고하는데요 20대 청년들이 경주여행 은 무리수인가요 주변에 놀거리 or 술집 과 재밌게 밥까지 볶아먹으면 아주 그냥 죽여줘요 즐거운 경주여행 되세요 
경주여행	245	 경주여행 문의	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=445632052&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 시 택시도 많이 다니나요 첨성대근처랑 황리단길안압지등 야간구경하고 택시로 이동해야하는데 택시잘안다니는지요 택시 어려움없이 잘잡고 타고 다닐수있을가요 첨성대콜 택시나 카카오택시 부르면 됩니다 근데 경주택시는 	 경주여행 문의  경주여행 시 택시도 많이 다니나요 첨성대근처랑 황리단길안압지등 야간구경하고 택시로 이동해야하는데 택시잘안다니는지요 택시 어려움없이 잘잡고 타고 다닐수있을가요 첨성대콜 택시나 카카오택시 부르면 됩니다 근데 경주택시는 
경주여행	246	 경주여행 코스	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=248387784&qb=6rK97KO87Jes7ZaJ&enc=utf8	벚꽃구경도하고 당일로 경주여행 을 하고싶은데 경주역에서 달동네가 먼가요 달동네를 먼저 가고 벚꽃구경과 경주를 경주여행 에서 벚꽃으로 유명한 곳입니다 1 경주시내 김유신장군묘길 2 경주시내 대릉원길 3 보문관광단지 	 경주여행 코스 벚꽃구경도하고 당일로 경주여행 을 하고싶은데 경주역에서 달동네가 먼가요 달동네를 먼저 가고 벚꽃구경과 경주를 경주여행 에서 벚꽃으로 유명한 곳입니다 1 경주시내 김유신장군묘길 2 경주시내 대릉원길 3 보문관광단지 
경주여행	247	 경주여행 코스 질문이요!! 내공 겁니다 ㅎㅎㅎㅎ	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=381072601&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 코스 숙소랑 가볼만한곳 추천 부탁드립니다 https dailyfeed kr 33904f1 161249629107 경주 여행 코스 크 경주하면 또 가봐야 할곳이 한두개 가 아니죠 전통 한옥 카페와 만난 스타벅스 경주대릉원점에서 커피 부터 	 경주여행 코스 질문이요!! 내공 겁니다 ㅎㅎㅎㅎ  경주여행 코스 숙소랑 가볼만한곳 추천 부탁드립니다 https dailyfeed kr 33904f1 161249629107 경주 여행 코스 크 경주하면 또 가봐야 할곳이 한두개 가 아니죠 전통 한옥 카페와 만난 스타벅스 경주대릉원점에서 커피 부터 
경주여행	248	 경주여행  계획중입니다. 도와주세요 [내공20]	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=21080326&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주에 사시거나 다녀오신 님들 경주여행 tip이나 여행코스 등등 부탁드려요 1 제가 인천공항에서 경주까지 경주여행 에 대한 정보는 30분만 검색하시면 엄청많으니 더욱 많은 정보 알아보시길 원합니다 즐거운 여행 되세요 	 경주여행  계획중입니다. 도와주세요 [내공20]  경주에 사시거나 다녀오신 님들 경주여행 tip이나 여행코스 등등 부탁드려요 1 제가 인천공항에서 경주까지 경주여행 에 대한 정보는 30분만 검색하시면 엄청많으니 더욱 많은 정보 알아보시길 원합니다 즐거운 여행 되세요 
경주여행	249	 경주 여행  코스 좀 짜주세요^^	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=73572998&qb=6rK97KO87Jes7ZaJ&enc=utf8	이번 여름휴가때 남편이랑 경주여행 을 할까하는데 여행코스 좀 짜주세요 불국사 첨성대 안압지 야경 보문단지 근처 맛집 소개도 해주시면 감솨 저두 처음 경주 에 여러번 갔었지만 이번 경주 여행 에서는 여러정보를 파악해서 	 경주 여행  코스 좀 짜주세요^^ 이번 여름휴가때 남편이랑 경주여행 을 할까하는데 여행코스 좀 짜주세요 불국사 첨성대 안압지 야경 보문단지 근처 맛집 소개도 해주시면 감솨 저두 처음 경주 에 여러번 갔었지만 이번 경주 여행 에서는 여러정보를 파악해서 
경주여행	250	 경주여행  멋진 풀빌라 추천좀 해주세요!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=403217042&qb=6rK97KO87Jes7ZaJ&enc=utf8	이번에 가족들이랑 경주 여행 일정으로 풀빌라 알아보고 있습니다 추천 부탁드려요 안녕하세요 오푸스11 풀빌라 입니다 365일 미온수인 경주 최대크기의 인피니티풀을 운영하고 있으며 오푸스 고객이라면 누구나 버블타임 	 경주여행  멋진 풀빌라 추천좀 해주세요! 이번에 가족들이랑 경주 여행 일정으로 풀빌라 알아보고 있습니다 추천 부탁드려요 안녕하세요 오푸스11 풀빌라 입니다 365일 미온수인 경주 최대크기의 인피니티풀을 운영하고 있으며 오푸스 고객이라면 누구나 버블타임 
경주여행	251	2박 3일  경주여행  가려고 합니다.	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=413497567&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 이 처음이에요 3월에 경주여행 2박 3일을 계획하고 있습니다 커플이구요 볼거리 즐길거리 이런게 궁금해서 올립니다 1 추천하는 이동수단이 있나요 2 서울에서 운전해서 가면 많이 힘들까요 3 2박 3일 볼거리 먹을거리 	2박 3일  경주여행  가려고 합니다.  경주여행 이 처음이에요 3월에 경주여행 2박 3일을 계획하고 있습니다 커플이구요 볼거리 즐길거리 이런게 궁금해서 올립니다 1 추천하는 이동수단이 있나요 2 서울에서 운전해서 가면 많이 힘들까요 3 2박 3일 볼거리 먹을거리 
경주여행	252	강아지랑  경주여행  가볼만한곳	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=464848879&qb=6rK97KO87Jes7ZaJ&enc=utf8	내일부터 2박3일 동안 강아지랑 경주로 여행가는데 추천해주세요 경주 강아지랑 가볼만한 곳 불국사 교촌마을 화랑의 언덕 보문단지 등 많아요 아래의 글 보시고 댕댕이랑 좋은 여행 하세요 	강아지랑  경주여행  가볼만한곳 내일부터 2박3일 동안 강아지랑 경주로 여행가는데 추천해주세요 경주 강아지랑 가볼만한 곳 불국사 교촌마을 화랑의 언덕 보문단지 등 많아요 아래의 글 보시고 댕댕이랑 좋은 여행 하세요 
경주여행	253	 경주여행 가볼만한곳 추천해주세요^^	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=209433460&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 가볼만한곳 추천해주세요 친구들과 추억여행을 가려고 하는데 예전 수학여행으로 간 경주가 생각이 났어요 멋있는 볼거리가 많은 경주 여행 지 추천해주세요 https gghyui tistory com	 경주여행 가볼만한곳 추천해주세요^^  경주여행 가볼만한곳 추천해주세요 친구들과 추억여행을 가려고 하는데 예전 수학여행으로 간 경주가 생각이 났어요 멋있는 볼거리가 많은 경주 여행 지 추천해주세요 https gghyui tistory com
경주여행	254	 경주여행 질문!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=137623365&qb=6rK97KO87Jes7ZaJ&enc=utf8	 갈꺼에요 경주여행 은 첨이라 첫쨰날에는 터미널 근처에 있는것부터 볼려고합니다 이 걸 중점으로 경주여행 오신다면 첫째날 둘째날 셋째날 날짜별로 어디가실지 선택하신후 가시는게 좋을듯 하네요 생각보다 교통편이 	 경주여행 질문!  갈꺼에요 경주여행 은 첨이라 첫쨰날에는 터미널 근처에 있는것부터 볼려고합니다 이 걸 중점으로 경주여행 오신다면 첫째날 둘째날 셋째날 날짜별로 어디가실지 선택하신후 가시는게 좋을듯 하네요 생각보다 교통편이 
경주여행	255	 경주여행  추천해 주세요!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=440483099&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 추천해 주세요 아이와 함께 갑니다 펜션은 잡으셨겠죠 미디어파크도 좋았어요 	 경주여행  추천해 주세요!  경주여행 추천해 주세요 아이와 함께 갑니다 펜션은 잡으셨겠죠 미디어파크도 좋았어요 
경주여행	256	 경주여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=75246089&qb=6rK97KO87Jes7ZaJ&enc=utf8	안녕하세요 경주여행 가는데 코스좀 봐주세요 일정은 5 14일 5 16 일 까지이고 기차로 갈꺼구요 숙소는 사랑채 안녕하세요 경주여행 가는데 코스좀 봐주세요 일정은 5 14일 5 16 일 까지이고 기차로 갈꺼구요 숙소는 	 경주여행  안녕하세요 경주여행 가는데 코스좀 봐주세요 일정은 5 14일 5 16 일 까지이고 기차로 갈꺼구요 숙소는 사랑채 안녕하세요 경주여행 가는데 코스좀 봐주세요 일정은 5 14일 5 16 일 까지이고 기차로 갈꺼구요 숙소는 
경주여행	257	 경주 여행  코스좀 봐주세요!	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=163989163&qb=6rK97KO87Jes7ZaJ&enc=utf8	 경주여행 가려고하는데 주상절리 테디베어박물관 보문단지 저녁엔 안압지 첨성대 어떻게 돌아다니는게 효율적인가요 안압지 첨성대는 야경이 더 보기가 좋습니다 경주여행 오셨서 즐거운 시간 되시길 바랍니다 	 경주 여행  코스좀 봐주세요!  경주여행 가려고하는데 주상절리 테디베어박물관 보문단지 저녁엔 안압지 첨성대 어떻게 돌아다니는게 효율적인가요 안압지 첨성대는 야경이 더 보기가 좋습니다 경주여행 오셨서 즐거운 시간 되시길 바랍니다 
경주여행	258	12월  경주여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=403283941&qb=6rK97KO87Jes7ZaJ&enc=utf8	12월에 경주 여행 가는데 갈만한곳이 있나여 경주 가까워서 자주가는데 황리단길 동궁원추천해요 동궁원은 12월25일까지 무료로 개방한다고하니 꼭 가보세요 참고할 만한 포스팅들 올려드립니다 	12월  경주여행  12월에 경주 여행 가는데 갈만한곳이 있나여 경주 가까워서 자주가는데 황리단길 동궁원추천해요 동궁원은 12월25일까지 무료로 개방한다고하니 꼭 가보세요 참고할 만한 포스팅들 올려드립니다 
